20101003,nan,nan,nan
20101005,1.2e+07,2,313
20101006,6.2e+06,1,475
20101007,1.55e+06,2,388
20101008,950000,2,368
20101009,600000,2,415
20101012,860000,5,375
20101013,3e+06,3,444
20101014,3.1e+07,2,402
20101015,3.1e+07,1,325
20101016,1.6e+07,3,351
20101019,8.9e+06,3,408
20101020,6e+06,3,450
20101021,5e+06,3,430
20101022,3e+06,2,410
20101023,1.5e+07,4,690
20101026,2.6e+06,2,350
20101027,4e+06,3,350
20101028,2e+06,2,350
20101029,1.4e+08,1,495
20101030,2.1e+07,1,348
20101102,2e+06,1,320
20101103,1.4e+07,1,346
20101104,1.405e+07,2,335
20101105,2.95e+06,2,330
20101106,2.8e+06,3,350
20101109,1.135e+07,3,350
20101110,8.9e+06,2,335
20101111,7.2e+06,2,373
20101112,1.12e+07,2,427
20101113,4.35e+06,3,390
20101116,1.4e+06,1,590
20101117,800000,1,490
20101118,8.1e+07,3,510
20101119,8.7e+07,2,566
20101120,6e+06,2,480
20101130,2.65e+06,2,370
20101201,2.8e+06,3,375
20101202,8e+06,1,380
20101203,2.6e+06,3,375
20101204,2e+06,1,390
20101207,1e+06,1,350
20101208,2e+07,2,490
20101209,2e+07,2,490
20101210,7e+07,3,590
20101211,9e+06,2,620
20110125,1.02571e+07,2,391
20110126,6.62857e+06,1,365
20110127,8.65714e+06,1,374
20110128,5.825e+06,2,394
20110129,6.92857e+06,2,360
20110201,1.19333e+06,2,412
20110202,5.17143e+06,3,559
20110203,7.71667e+06,3,660
20110204,4.43333e+06,2,516
20110205,1.40667e+07,3,504
20110208,2.075e+08,1,467
20110209,1.7525e+08,2,433
20110210,8.07143e+07,1,466
20110211,7.42333e+07,1,411
20110212,7.35e+07,1,396
20110215,9.84286e+07,3,549
20110216,1.06486e+08,2,479
20110217,1.95883e+08,4,577
20110218,7.88167e+07,3,473
20110219,2.45333e+07,3,488
20110222,5.01667e+07,2,379
20110223,5.5e+07,1,401
20110224,4.075e+07,1,413
20110225,2.01143e+07,1,399
20110226,7.76667e+06,1,399
20110301,4.9e+06,1,503
20110302,3e+06,1,450
20110303,1.66667e+07,3,670
20110304,2.8975e+09,3,655
20110305,3.2925e+09,2,658
20110308,9.06543e+08,2,455
20110309,1.51667e+08,2,403
20110310,2.32e+07,2,400
20110311,6.59714e+07,3,421
20110312,2.19167e+07,3,420
20110315,5.91667e+08,2,523
20110316,9.11667e+08,1,465
20110317,1.87e+08,1,394
20110318,7.23333e+07,2,458
20110319,6.48333e+07,1,407
20110322,5.91667e+06,1,397
20110323,5.08e+06,2,387
20110324,3.96667e+06,3,534
20110325,1.105e+07,2,492
20110326,8e+06,1,456
20110329,4e+06,1,398
20110330,6.5e+06,1,474
20110331,1.268e+07,2,475
20110401,3.85e+06,1,439
20110402,3.68e+06,2,483
20110405,9.66667e+08,2,536
20110406,5.97333e+08,2,453
20110407,1.44167e+08,3,497
20110408,8.83333e+07,2,512
20110409,1.2508e+08,3,478
