20110803,nan,nan,nan
20111011,2.40679e+06,2,396
20111012,2.03333e+06,2,424
20111013,2.1345e+08,3,416
20111014,7.52e+06,2,398
20111015,2.5875e+06,2,441
20111018,8.75e+06,2,415
20111019,2.825e+06,2,389
20111020,2.7e+06,2,455
20111021,2.05e+06,2,393
20111022,9.05e+06,2,359
20111025,1.875e+06,4,456
20111026,1.74e+06,2,435
20111027,6.7e+06,2,424
20111028,1.875e+06,2,383
20111029,1.7e+06,1,369
20111101,850000,3,408
20111102,4.83333e+06,3,405
20111103,2.16667e+06,3,397
20111104,4.20333e+06,2,352
20111105,5.97e+06,2,374
20111108,8.33333e+06,3,393
20111109,4.98e+06,2,406
20111110,5.22e+06,2,374
20111111,5.04e+06,2,377
20111112,5.86e+06,2,415
20111115,7.72e+06,1,363
20111116,6.35e+06,2,396
20111117,4.28e+06,1,438
20111118,7.28e+06,2,404
20111119,8.94e+06,1,401
20111129,1.2e+07,2,469
20111130,nan,nan,nan
20111201,nan,nan,nan
20111202,5.175e+06,2,473
20111203,5.95e+06,2,400
20111206,1.125e+07,2,365
20111207,8.875e+06,1,330
20111208,1.06333e+07,1,338
20111209,8.33333e+06,1,323
20111210,7e+06,2,350
20111213,7.125e+06,2,480
20111214,9.575e+06,1,446
20111215,5.675e+06,1,385
20111216,3.13333e+06,1,358
20111217,2.16667e+06,1,332
20120124,nan,nan,nan
20120125,nan,nan,nan
20120126,8.95e+06,2,501
20120127,2.625e+07,2,475
20120128,2.9e+07,2,517
20120131,1.36e+07,2,409
20120201,1.12333e+07,1,370
20120202,2.175e+06,2,396
20120203,2.2e+06,1,415
20120204,3.275e+06,2,433
20120207,1.3e+07,2,416
20120208,8.25e+06,3,493
20120209,1.6e+07,2,468
20120210,2.32e+07,2,461
20120211,2.725e+07,2,449
20120214,4.925e+06,2,415
20120215,2.56e+06,2,431
20120216,3.33333e+06,3,397
20120217,8.5e+06,2,400
20120218,2.53333e+07,2,360
20120221,1.28333e+07,3,470
20120222,7.64e+07,2,414
20120223,4.08e+07,2,490
20120224,4.25e+07,2,455
20120225,3.3e+07,2,432
20120228,1.5e+07,3,467
20120229,nan,nan,nan
20120301,nan,nan,nan
20120302,6.83333e+06,3,472
20120303,2.075e+07,3,445
20120306,1.71e+07,2,414
20120307,1.35e+07,3,453
20120308,1.74e+07,5,557
20120309,5.75e+07,5,450
20120310,1.25e+07,5,465
20120313,2.76667e+07,4,603
20120314,6.75e+07,3,545
20120315,1.75333e+08,2,533
20120316,2.6e+08,5,645
20120317,nan,nan,nan
20120320,1.5e+08,2,580
20120321,3.53333e+08,2,497
20120322,7e+08,2,410
20120323,6.5e+08,3,400
20120324,5.016e+08,3,400
20120327,1.25e+07,2,360
20120328,4e+06,3,400
20120329,6.75e+06,3,390
20120330,6e+06,2,355
20120331,nan,nan,nan
20120403,1.75e+06,2,410
20120404,5.5e+06,2,360
20120405,8e+06,3,345
