20110803,nan,nan,nan
20111011,2e+06,3,450
20111012,3.25e+06,3,450
20111013,6e+06,3,400
20111014,4e+06,3,385
20111015,3.5e+06,3,415
20111018,5.9e+06,2,460
20111019,2.25e+06,2,375
20111020,2.95e+06,2,435
20111021,2.2e+06,2,360
20111022,1.585e+07,2,325
20111025,1.5e+06,4,460
20111026,1.75e+06,3,490
20111027,1.25e+06,2,435
20111028,1.35e+06,2,400
20111029,1e+06,2,360
20111101,865000,3,415
20111102,6.5e+06,4,400
20111103,2.25e+06,3,380
20111104,5.9e+06,2,350
20111105,9e+06,2,390
20111108,9.5e+06,4,390
20111109,4.85e+06,2,435
20111110,3.75e+06,2,355
20111111,5.5e+06,3,345
20111112,3.5e+06,3,415
20111115,6e+06,1,360
20111116,6e+06,3,400
20111117,3.75e+06,1,445
20111118,7.5e+06,2,405
20111119,9.5e+06,1,425
20111129,6e+06,2,465
20111130,nan,nan,nan
20111201,nan,nan,nan
20111202,1.6e+06,2,478
20111203,2e+06,2,425
20111206,9e+06,2,390
20111207,1.3e+07,1,335
20111208,2.2e+07,1,325
20111209,1.1e+07,1,330
20111210,7e+06,2,350
20111213,6.05e+06,2,505
20111214,6.65e+06,1,440
20111215,6.85e+06,1,390
20111216,4.4e+06,1,370
20111217,4.8e+06,0,345
20120124,nan,nan,nan
20120125,nan,nan,nan
20120126,2.055e+07,3,500
20120127,1.75e+07,2,515
20120128,3.5e+07,2,525
20120131,1.75e+07,3,425
20120201,1.185e+07,2,385
20120202,2.4e+06,2,400
20120203,2.35e+06,2,415
20120204,3.05e+06,2,425
20120207,1e+07,2,415
20120208,1.1e+07,3,490
20120209,2.3e+07,3,475
20120210,1.5e+07,2,440
20120211,3.25e+07,2,455
20120214,5.75e+06,3,445
20120215,2e+06,2,445
20120216,3.5e+06,3,415
20120217,8.5e+06,2,400
20120218,1.9e+07,2,358
20120221,1.675e+07,3,480
20120222,8e+07,2,420
20120223,4.25e+07,3,500
20120224,4.25e+07,2,455
20120225,2.85e+07,2,415
20120228,1.7e+07,4,490
20120229,nan,nan,nan
20120301,nan,nan,nan
20120302,4.25e+06,3,475
20120303,1.9e+07,3,450
20120306,2.075e+07,3,435
20120307,1.25e+07,3,425
20120308,2.6e+07,5,405
20120309,5.75e+07,5,450
20120310,1.25e+07,5,465
20120313,3.65e+07,5,580
20120314,6.75e+07,3,545
20120315,2.6e+08,3,540
20120316,2.6e+08,5,645
20120317,nan,nan,nan
20120320,1.5e+08,2,580
20120321,5e+08,2,445
20120322,1e+09,2,435
20120323,6.5e+08,3,400
20120324,5.016e+08,3,400
20120327,1.25e+07,2,360
20120328,4e+06,3,400
20120329,6.75e+06,3,390
20120330,6e+06,2,355
20120331,nan,nan,nan
20120403,1.75e+06,2,410
20120404,5.5e+06,2,360
20120405,8e+06,3,345
